schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0148	RAN	P3	csf_total_tau	GCST90726397	ENSG00000132341	12	130872037	130877678	12	131356424.0	131362223.0	15.0	-1.2662	0.89727	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0149	RBM22	P3	csf_total_tau	GCST90726397	ENSG00000086589	5	150690792	150701077	5	150070356.0	150080669.0	8.0	1.8261	0.033919	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0150	RFLNA	P3	csf_total_tau	GCST90726397	ENSG00000178882	12	123973241	124316024	12	124457788.0	124800570.0	879.0	2.3798	0.0086608	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0151	RGS11	P3	csf_total_tau	GCST90726397	ENSG00000076344	16	268301	275980	16	318300.0	325980.0	19.0	-0.27392	0.60793	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0152	RNF7	P3	csf_total_tau	GCST90726397	ENSG00000114125	3	141738249	141747560	3	141457046.0	141466402.0	27.0	-1.2249	0.8897	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0153	RPL11	P2	csf_total_tau	GCST90726397	ENSG00000142676	1	23691742	23696835	1	24018269.0	24022915.0	12.0	0.30615	0.37974	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0154	RPL15	P2	csf_total_tau	GCST90726397	ENSG00000174748	3	23916591	23924374	3	23958036.0	23965183.0	11.0	2.7951	0.0025945	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0155	RPL29	P2	csf_total_tau	GCST90726397	ENSG00000162244	3	51993522	51995895	3	52027616.0	52029958.0	3.0	0.40424	0.34302	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0156	RPL35A	P3	csf_total_tau	GCST90726397	ENSG00000182899	3	197950190	197956610	3	197676858.0	197683481.0	16.0	0.44458	0.32831	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0157	RPL36	P2	csf_total_tau	GCST90726397	ENSG00000130255	19	5674947	5691875	19	5674958.0	5691887.0	22.0	-1.3079	0.90455	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0158	RPL36AL	P2	csf_total_tau	GCST90726397	ENSG00000165502	14	49618530	49620626	14	50085237.0	50087403.0	6.0	0.68641	0.24623	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0159	RPL38	P2	csf_total_tau	GCST90726397	ENSG00000172809	17	74203582	74210655	17	72199721.0	72206794.0	9.0	-0.57433	0.71713	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0160	RPL6	P2	csf_total_tau	GCST90726397	ENSG00000089009	12	112405189	112418838	12	112842994.0	112856642.0	10.0	-0.046598	0.51858	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0161	RPL7L1	P2	csf_total_tau	GCST90726397	ENSG00000146223	6	42879616	42889925	6	42847356.0	42857663.0	30.0	1.279	0.10044	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0162	RPL8	P3	csf_total_tau	GCST90726397	ENSG00000161016	8	144789765	144792587	8	146015150.0	146017972.0	5.0	1.4705	0.070717	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0163	RPLP1	P2	csf_total_tau	GCST90726397	ENSG00000137818	15	69452814	69456205	15	69745123.0	69748255.0	6.0	-0.40048	0.6556	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0164	RPLP2	P2	csf_total_tau	GCST90726397	ENSG00000177600	11	809965	812880	11	809647.0	812880.0	4.0	-0.35679	0.63937	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0165	RPS11	P3	csf_total_tau	GCST90726397	ENSG00000142534	19	49496365	49499708	19	49999622.0	50002946.0	8.0	-0.40366	0.65677	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0166	RPS13	P2	csf_total_tau	GCST90726397	ENSG00000110700	11	17074388	17077715	11	17095936.0	17099334.0	6.0	-0.55094	0.70916	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0167	RPS15	P2	csf_total_tau	GCST90726397	ENSG00000115268	19	1438358	1440495	19	1438358.0	1440583.0	1.0	-1.0019	0.8418	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0168	RPS25	P2	csf_total_tau	GCST90726397	ENSG00000118181	11	119015712	119018691	11	118886422.0	118889401.0	14.0	-0.78992	0.78521	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0169	RPS27A	P3	csf_total_tau	GCST90726397	ENSG00000143947	2	55231903	55235853	2	55459039.0	55462989.0	8.0	0.8676	0.19281	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0170	RPS4X	P2	csf_total_tau	GCST90726397	ENSG00000198034	X	72255679	72277248	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0171	RPS6	P3	csf_total_tau	GCST90726397	ENSG00000137154	9	19375715	19380236	9	19375713.0	19380252.0	8.0	0.88837	0.18717	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0172	RPS7	P3	csf_total_tau	GCST90726397	ENSG00000171863	2	3575260	3580920	2	3622795.0	3628509.0	23.0	1.1717	0.12066	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0173	RRAGA	P2	csf_total_tau	GCST90726397	ENSG00000155876	9	19049427	19051025	9	19049372.0	19051019.0	2.0	0.86539	0.19341	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0174	RXRA	P3	csf_total_tau	GCST90726397	ENSG00000186350	9	134317098	134440585	9	137208944.0	137332431.0	346.0	0.44601	0.32779	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0175	SAMD4B	P3	csf_total_tau	GCST90726397	ENSG00000179134	19	39342421	39385710	19	39833036.0	39876350.0	83.0	-1.9964	0.97706	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0176	SAP18	P3	csf_total_tau	GCST90726397	ENSG00000150459	13	21140119	21149097	13	21714653.0	21723221.0	16.0	0.68576	0.24643	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0177	SARAF	P2	csf_total_tau	GCST90726397	ENSG00000133872	8	30063003	30083208	8	29920528.0	29940723.0	30.0	-1.5083	0.93426	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0178	SAT2	P3	csf_total_tau	GCST90726397	ENSG00000141504	17	7626234	7627876	17	7529552.0	7531194.0	3.0	2.164	0.015231	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0179	SBNO2	P3	csf_total_tau	GCST90726397	ENSG00000064932	19	1107637	1174268	19	1107636.0	1174282.0	218.0	-0.44335	0.67124	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0180	SCAMP1	P3	csf_total_tau	GCST90726397	ENSG00000085365	5	78360611	78480739	5	77656339.0	77776562.0	261.0	1.1188	0.13161	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0181	SELENBP1	P3	csf_total_tau	GCST90726397	ENSG00000143416	1	151364304	151372707	1	151336778.0	151345209.0	15.0	-1.0005	0.84146	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0182	SELENOM	P2	csf_total_tau	GCST90726397	ENSG00000198832	22	31104772	31120069	22	31500758.0	31516055.0	43.0	1.315	0.094259	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0183	SELENOW	P2	csf_total_tau	GCST90726397	ENSG00000178980	19	47778677	47784686	19	48281829.0	48287943.0	9.0	0.17543	0.43037	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0184	SEMA3B	P3	csf_total_tau	GCST90726397	ENSG00000012171	3	50267558	50277546	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0185	SHMT1	P2	csf_total_tau	GCST90726397	ENSG00000176974	17	18327860	18363563	17	18231187.0	18266856.0	90.0	-1.5834	0.94334	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0186	SLC11A1	P2	csf_total_tau	GCST90726397	ENSG00000018280	2	218382029	218396894	2	219246752.0	219261617.0	21.0	0.30298	0.38095	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0187	SLC35D2	P2	csf_total_tau	GCST90726397	ENSG00000130958	9	96313444	96383711	9	99082988.0	99145992.0	210.0	0.40159	0.34399	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0188	SLMAP	P3	csf_total_tau	GCST90726397	ENSG00000163681	3	57755450	57930003	3	57741177.0	57914895.0	219.0	1.0963	0.13646	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0189	SMARCA1	P3	csf_total_tau	GCST90726397	ENSG00000102038	X	129446501	129523500	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0190	SNAP25-AS1	P3	csf_total_tau	GCST90726397	ENSG00000227906	20	10006381	10368831	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0191	SPATS2L	P2	csf_total_tau	GCST90726397	ENSG00000196141	2	200305881	200482264	2	201170604.0	201346986.0	348.0	-0.58602	0.72107	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0192	SPCS1	P3	csf_total_tau	GCST90726397	ENSG00000114902	3	52704955	52711148	3	52738971.0	52742182.0	4.0	0.73968	0.22975	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0193	SRSF7	P2	csf_total_tau	GCST90726397	ENSG00000115875	2	38743599	38751494	2	38970741.0	38978636.0	6.0	1.0759	0.14099	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0194	SSR2	P2	csf_total_tau	GCST90726397	ENSG00000163479	1	156009048	156020951	1	155978839.0	155990750.0	18.0	0.56707	0.28533	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0195	STAT3	P3	csf_total_tau	GCST90726397	ENSG00000168610	17	42313324	42388540	17	40465342.0	40540586.0	114.0	0.3667	0.35692	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0196	STMN1	P3	csf_total_tau	GCST90726397	ENSG00000117632	1	25884181	25906991	1	26210672.0	26233482.0	28.0	-0.65308	0.74315	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0197	SYN1	P2	csf_total_tau	GCST90726397	ENSG00000008056	X	47571901	47619857	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0198	TAP1	P2	csf_total_tau	GCST90726397	ENSG00000168394	6	32845209	32853816	6	32812986.0	32821755.0	75.0	0.13475	0.4464	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0199	TBC1D8	P2	csf_total_tau	GCST90726397	ENSG00000204634	2	101007228	101252866	2	101624079.0	101869328.0	539.0	1.1146	0.13251	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0200	TBCK	P3	csf_total_tau	GCST90726397	ENSG00000145348	4	106041599	106316683	4	106962756.0	107242652.0	535.0	-0.56093	0.71258	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0201	TCEAL2	P3	csf_total_tau	GCST90726397	ENSG00000184905	X	102125679	102140426	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0202	TCEAL5	P3	csf_total_tau	GCST90726397	ENSG00000204065	X	103273691	103276750	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0203	TCEAL7	P2	csf_total_tau	GCST90726397	ENSG00000182916	X	103330229	103332326	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0204	TENM1	P3	csf_total_tau	GCST90726397	ENSG00000009694	X	124375903	125204312	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0205	TM7SF3	P3	csf_total_tau	GCST90726397	ENSG00000064115	12	26971579	27014434	12	27126128.0	27167367.0	96.0	-1.3605	0.91316	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0206	TMBIM1	P3	csf_total_tau	GCST90726397	ENSG00000135926	2	218274197	218292586	2	219138915.0	219157309.0	43.0	-0.0894	0.53562	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0207	TMEM147	P2	csf_total_tau	GCST90726397	ENSG00000105677	19	35545600	35547526	19	36036497.0	36038428.0	6.0	-0.26884	0.60597	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0208	TMEM160	P3	csf_total_tau	GCST90726397	ENSG00000130748	19	47045909	47048624	19	47549165.0	47551888.0	5.0	0.52256	0.30064	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0209	TNIK	P3	csf_total_tau	GCST90726397	ENSG00000154310	3	171058414	171460408	3	170779128.0	171178197.0	923.0	0.32141	0.37395	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0210	TPI1	P2	csf_total_tau	GCST90726397	ENSG00000111669	12	6867119	6870948	12	6976283.0	6980112.0	5.0	-2.0157	0.97808	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0211	TRERF1	P2	csf_total_tau	GCST90726397	ENSG00000124496	6	42224931	42452051	6	42192669.0	42419789.0	447.0	1.721	0.042629	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0212	TRIR	P3	csf_total_tau	GCST90726397	ENSG00000123144	19	12730640	12734684	19	12841454.0	12845589.0	1.0	-0.95456	0.8301	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0213	TTC8	P2	csf_total_tau	GCST90726397	ENSG00000165533	14	88824153	88881078	14	89290497.0	89344335.0	81.0	1.2387	0.10773	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0214	TTF1	P3	csf_total_tau	GCST90726397	ENSG00000125482	9	132375548	132406851	9	135251008.0	135282209.0	55.0	-0.48329	0.68556	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0215	TUBA1A	P2	csf_total_tau	GCST90726397	ENSG00000167552	12	49184686	49189080	12	49578579.0	49583107.0	4.0	-0.93752	0.82575	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0216	TUBB2B	P2	csf_total_tau	GCST90726397	ENSG00000137285	6	3223324	3231730	6	3224495.0	3231964.0	4.0	0.061868	0.47533	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0217	TXNDC9	P3	csf_total_tau	GCST90726397	ENSG00000115514	2	99318982	99340702	2	99935445.0	99957165.0	41.0	-2.5621	0.9948	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0218	UBB	P2	csf_total_tau	GCST90726397	ENSG00000170315	17	16380798	16382745	17	16284112.0	16286059.0	1.0	-0.91575	0.8201	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0219	UBC	P2	csf_total_tau	GCST90726397	ENSG00000150991	12	124911604	124917368	12	125396150.0	125401914.0	8.0	0.93979	0.17366	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0220	ULK2	P3	csf_total_tau	GCST90726397	ENSG00000083290	17	19770829	19867936	17	19674142.0	19771249.0	119.0	-0.9198	0.82116	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0221	USP39	P3	csf_total_tau	GCST90726397	ENSG00000168883	2	85602856	85649283	2	85829979.0	85876403.0	55.0	1.6401	0.050493	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0222	VPS37A	P3	csf_total_tau	GCST90726397	ENSG00000155975	8	17246931	17302427	8	17104080.0	17159936.0	148.0	-0.18109	0.57185	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0223	WDR6	P2	csf_total_tau	GCST90726397	ENSG00000178252	3	49007062	49015953	3	49044495.0	49053386.0	6.0	-0.014951	0.50596	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0224	WDR82	P2	csf_total_tau	GCST90726397	ENSG00000164091	3	52254434	52288020	3	52288437.0	52322036.0	48.0	0.27504	0.39164	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0225	ZNF254	P3	csf_total_tau	GCST90726397	ENSG00000213096	19	24033405	24129968	19	24216276.0	24312654.0	265.0	1.0321	0.151	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0226	ZNF280D	P2	csf_total_tau	GCST90726397	ENSG00000137871	15	56630176	56734086	15	56922379.0	57210769.0	469.0	1.1616	0.12269	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0227	ZNF428	P2	csf_total_tau	GCST90726397	ENSG00000131116	19	43607224	43619629	19	44111371.0	44124026.0	19.0	0.47806	0.31631	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0228	ZNF738	P3	csf_total_tau	GCST90726397	ENSG00000172687	19	21358930	21388582	19	21541732.0	21562104.0	80.0	0.5209	0.30122	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
